Timestamp,CPU_Usage,Memory_Usage,Network_IO,Language
1741724646.2309902,31.20505602240896,0.32773014104313525,11.257104873657227,golang
1741724648.259821,30.010095759233923,0.32912051133846976,11.020843505859375,golang
1741724650.275691,29.169112343966713,0.33090813028961413,10.388839721679688,golang
1741724652.2966552,29.956869806094183,0.32931913566637466,10.318231582641602,golang
1741724654.310626,30.378146611341634,0.33170262760123387,10.393465042114258,golang
1741724656.336084,32.03538674033149,0.34103797101276556,9.84823226928711,golang
1741724658.3550808,29.300027434842253,0.3396476007174311,10.159978866577148,golang
1741724660.376668,30.803485477178423,0.3299150086500895,9.95350456237793,golang
1741724662.3931599,30.620426997245183,0.3350792411756177,9.63380241394043,golang
1741724664.412199,29.405487465181057,0.33090813028961413,9.65951919555664,golang
1741724666.4286468,29.44614525139665,0.3301136329779944,10.63046646118164,golang
1741724668.45183,29.817496561210454,0.3284253261908025,9.795755386352539,golang
1741724670.471831,31.7615564738292,0.33110675461751904,8.81419563293457,golang
1741724672.4898329,29.25278711484594,0.3287232626826599,9.926204681396484,golang
1741724674.531501,10.977159383033419,0.31630924218860174,3.9267196655273438,golang
